participant_id,trial_num,option_a,option_b,target,option_a_file,option_b_file,target_file
1,65,202a,420a,151b,202a_final_nocolor.png,420a_Gonn_AP_Monrepos_final_nocolor.png,151b_PC_DSC00570_final_nocolor.png
1,66,144b,360a,626a,144b_L-B_MdP_final_nocolor.png,360a_Gonn_AP_Monrepos_final_nocolor.png,626a_Gonn_AP_Monrepos_final_nocolor.png
1,67,186b,626a,93b,186b_GG_MB_2021_MdAM_final_nocolor.png,626a_Gonn_AP_Monrepos_final_nocolor.png,93b_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor.png
1,68,631a,93a,167a,631a_Gonn_AP_Monrepos_final_nocolor.png,93a_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor.png,167a_GG_MB_2021_MdAM_final_nocolor.png
1,69,226b,552a,202a,226b_Aguas_Santander_final_nocolor.png,552a_Gonn_AP_Monrepos_final_nocolor.png,202a_final_nocolor.png
1,70,202a,241b,202b,202a_final_nocolor.png,241b_Badegoule_MdP_Pr.A.png,202b_final_nocolor.png
1,71,431a,484a,241a,431a_Gonn_AP_Monrepos_final_nocolor.png,484a_Gonn_AP_Monrepos_final_nocolor.png,241a_Badegoule_MdP_Pr.A.png
1,72,355a,73b,70a,355a_Gonn_AP_Monrepos_final_nocolor.png,73b_Gonn_AP_Monrepos_final_nocolor.png,70a_Gonn_AP_Monrepos_final_nocolor.png
1,73,201a,202b,151b,201a_Peters_Graziosi 1960_final_nocolor.png,202b_final_nocolor.png,151b_PC_DSC00570_final_nocolor.png
1,74,151b,93b,484a,151b_PC_DSC00570_final_nocolor.png,93b_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor.png,484a_Gonn_AP_Monrepos_final_nocolor.png
1,75,307a,93a,484a,307a_Gonn_AP_Monrepos_final_nocolor.png,93a_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor.png,484a_Gonn_AP_Monrepos_final_nocolor.png
1,76,307a,93b,151b,307a_Gonn_AP_Monrepos_final_nocolor.png,93b_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor.png,151b_PC_DSC00570_final_nocolor.png
1,77,241a,84a,73b,241a_Badegoule_MdP_Pr.A.png,84a_Gonn_AP_Monrepos_final_nocolor.png,73b_Gonn_AP_Monrepos_final_nocolor.png
1,78,201a,420a,226a,201a_Peters_Graziosi 1960_final_nocolor.png,420a_Gonn_AP_Monrepos_final_nocolor.png,226a_Aguas_Sant_Final_nocolor.png
1,79,202b,370a,84a,202b_final_nocolor.png,370a_Gonn_AP_Monrepos_final_nocolor.png,84a_Gonn_AP_Monrepos_final_nocolor.png
1,80,241b,555a,631a,241b_Badegoule_MdP_Pr.A.png,555a_Gonn_AP_Monrepos_final_nocolor.png,631a_Gonn_AP_Monrepos_final_nocolor.png
1,81,226b,84a,353a,226b_Aguas_Santander_final_nocolor.png,84a_Gonn_AP_Monrepos_final_nocolor.png,353a_Gonn_AP_Monrepos_final_nocolor.png
1,82,552a,70a,420a,552a_Gonn_AP_Monrepos_final_nocolor.png,70a_Gonn_AP_Monrepos_final_nocolor.png,420a_Gonn_AP_Monrepos_final_nocolor.png
1,83,370a,631a,151a,370a_Gonn_AP_Monrepos_final_nocolor.png,631a_Gonn_AP_Monrepos_final_nocolor.png,151a MdA_final_nocolor.png
1,84,353a,418a,93b,353a_Gonn_AP_Monrepos_final_nocolor.png,418a_Gonn_AP_Monrepos_final_nocolor.png,93b_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor.png
1,85,186b,226a,226b,186b_GG_MB_2021_MdAM_final_nocolor.png,226a_Aguas_Sant_Final_nocolor.png,226b_Aguas_Santander_final_nocolor.png
1,86,167a,484a,73a,167a_GG_MB_2021_MdAM_final_nocolor.png,484a_Gonn_AP_Monrepos_final_nocolor.png,73a_Gonn_AP_Monrepos_final_nocolor.png
1,87,144a,552a,70b,144a_L-B_MdP_final_nocolor.png,552a_Gonn_AP_Monrepos_final_nocolor.png,70b_Gonn_AP_Monrepos_final_nocolor.png
1,88,226b,70a,93a,226b_Aguas_Santander_final_nocolor.png,70a_Gonn_AP_Monrepos_final_nocolor.png,93a_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor.png
1,89,167b,73b,144b,167b_GG_MB_2021_MdAM_final_nocolor.png,73b_Gonn_AP_Monrepos_final_nocolor.png,144b_L-B_MdP_final_nocolor.png
1,90,484a,626a,360a,484a_Gonn_AP_Monrepos_final_nocolor.png,626a_Gonn_AP_Monrepos_final_nocolor.png,360a_Gonn_AP_Monrepos_final_nocolor.png
1,91,186b,555a,307b,186b_GG_MB_2021_MdAM_final_nocolor.png,555a_Gonn_AP_Monrepos_final_nocolor.png,307b_Gonn_AP_Monrepos_final_nocolor.png
1,92,484a,552a,144b,484a_Gonn_AP_Monrepos_final_nocolor.png,552a_Gonn_AP_Monrepos_final_nocolor.png,144b_L-B_MdP_final_nocolor.png
1,93,226a,355a,420a,226a_Aguas_Sant_Final_nocolor.png,355a_Gonn_AP_Monrepos_final_nocolor.png,420a_Gonn_AP_Monrepos_final_nocolor.png
1,94,241a,420a,431a,241a_Badegoule_MdP_Pr.A.png,420a_Gonn_AP_Monrepos_final_nocolor.png,431a_Gonn_AP_Monrepos_final_nocolor.png
1,95,202a,226b,552a,202a_final_nocolor.png,226b_Aguas_Santander_final_nocolor.png,552a_Gonn_AP_Monrepos_final_nocolor.png
1,96,186b,241a,555a,186b_GG_MB_2021_MdAM_final_nocolor.png,241a_Badegoule_MdP_Pr.A.png,555a_Gonn_AP_Monrepos_final_nocolor.png
1,97,144a,73b,226b,144a_L-B_MdP_final_nocolor.png,73b_Gonn_AP_Monrepos_final_nocolor.png,226b_Aguas_Santander_final_nocolor.png
1,98,241a,307b,484a,241a_Badegoule_MdP_Pr.A.png,307b_Gonn_AP_Monrepos_final_nocolor.png,484a_Gonn_AP_Monrepos_final_nocolor.png
1,99,151a,355a,370a,151a MdA_final_nocolor.png,355a_Gonn_AP_Monrepos_final_nocolor.png,370a_Gonn_AP_Monrepos_final_nocolor.png
1,100,167b,355a,241b,167b_GG_MB_2021_MdAM_final_nocolor.png,355a_Gonn_AP_Monrepos_final_nocolor.png,241b_Badegoule_MdP_Pr.A.png
1,101,186b,241b,418a,186b_GG_MB_2021_MdAM_final_nocolor.png,241b_Badegoule_MdP_Pr.A.png,418a_Gonn_AP_Monrepos_final_nocolor.png
1,102,626a,70a,307b,626a_Gonn_AP_Monrepos_final_nocolor.png,70a_Gonn_AP_Monrepos_final_nocolor.png,307b_Gonn_AP_Monrepos_final_nocolor.png
1,103,484a,73a,93a,484a_Gonn_AP_Monrepos_final_nocolor.png,73a_Gonn_AP_Monrepos_final_nocolor.png,93a_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor.png
1,104,151b,84a,631a,151b_PC_DSC00570_final_nocolor.png,84a_Gonn_AP_Monrepos_final_nocolor.png,631a_Gonn_AP_Monrepos_final_nocolor.png
1,105,420b,93b,202b,420b_Gonn_AP_Monrepos_final_nocolor.png,93b_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor.png,202b_final_nocolor.png
1,106,186a,355a,93a,186a_GG_MB_2021_MdAM_final_nocolor.png,355a_Gonn_AP_Monrepos_final_nocolor.png,93a_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor.png
1,107,241a,73b,355a,241a_Badegoule_MdP_Pr.A.png,73b_Gonn_AP_Monrepos_final_nocolor.png,355a_Gonn_AP_Monrepos_final_nocolor.png
1,108,418a,93b,84a,418a_Gonn_AP_Monrepos_final_nocolor.png,93b_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor.png,84a_Gonn_AP_Monrepos_final_nocolor.png
1,109,431a,73a,226b,431a_Gonn_AP_Monrepos_final_nocolor.png,73a_Gonn_AP_Monrepos_final_nocolor.png,226b_Aguas_Santander_final_nocolor.png
1,110,360a,370a,70a,360a_Gonn_AP_Monrepos_final_nocolor.png,370a_Gonn_AP_Monrepos_final_nocolor.png,70a_Gonn_AP_Monrepos_final_nocolor.png
1,111,201a,70a,353a,201a_Peters_Graziosi 1960_final_nocolor.png,70a_Gonn_AP_Monrepos_final_nocolor.png,353a_Gonn_AP_Monrepos_final_nocolor.png
1,112,73b,93a,167b,73b_Gonn_AP_Monrepos_final_nocolor.png,93a_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor.png,167b_GG_MB_2021_MdAM_final_nocolor.png
1,113,202b,84a,360a,202b_final_nocolor.png,84a_Gonn_AP_Monrepos_final_nocolor.png,360a_Gonn_AP_Monrepos_final_nocolor.png
1,114,202a,420a,355a,202a_final_nocolor.png,420a_Gonn_AP_Monrepos_final_nocolor.png,355a_Gonn_AP_Monrepos_final_nocolor.png
1,115,202b,420a,552a,202b_final_nocolor.png,420a_Gonn_AP_Monrepos_final_nocolor.png,552a_Gonn_AP_Monrepos_final_nocolor.png
1,116,167b,626a,360a,167b_GG_MB_2021_MdAM_final_nocolor.png,626a_Gonn_AP_Monrepos_final_nocolor.png,360a_Gonn_AP_Monrepos_final_nocolor.png
1,117,241a,73b,360a,241a_Badegoule_MdP_Pr.A.png,73b_Gonn_AP_Monrepos_final_nocolor.png,360a_Gonn_AP_Monrepos_final_nocolor.png
1,118,186a,420b,353a,186a_GG_MB_2021_MdAM_final_nocolor.png,420b_Gonn_AP_Monrepos_final_nocolor.png,353a_Gonn_AP_Monrepos_final_nocolor.png
1,119,144a,370a,420b,144a_L-B_MdP_final_nocolor.png,370a_Gonn_AP_Monrepos_final_nocolor.png,420b_Gonn_AP_Monrepos_final_nocolor.png
1,120,186b,484a,144b,186b_GG_MB_2021_MdAM_final_nocolor.png,484a_Gonn_AP_Monrepos_final_nocolor.png,144b_L-B_MdP_final_nocolor.png
1,121,144b,93a,226a,144b_L-B_MdP_final_nocolor.png,93a_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor.png,226a_Aguas_Sant_Final_nocolor.png
1,122,167b,226b,186a,167b_GG_MB_2021_MdAM_final_nocolor.png,226b_Aguas_Santander_final_nocolor.png,186a_GG_MB_2021_MdAM_final_nocolor.png
1,123,555a,70b,93b,555a_Gonn_AP_Monrepos_final_nocolor.png,70b_Gonn_AP_Monrepos_final_nocolor.png,93b_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor.png
1,124,70a,93a,355a,70a_Gonn_AP_Monrepos_final_nocolor.png,93a_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor.png,355a_Gonn_AP_Monrepos_final_nocolor.png
1,125,201a,631a,167a,201a_Peters_Graziosi 1960_final_nocolor.png,631a_Gonn_AP_Monrepos_final_nocolor.png,167a_GG_MB_2021_MdAM_final_nocolor.png
1,126,241a,626a,307b,241a_Badegoule_MdP_Pr.A.png,626a_Gonn_AP_Monrepos_final_nocolor.png,307b_Gonn_AP_Monrepos_final_nocolor.png
1,127,226b,73a,226a,226b_Aguas_Santander_final_nocolor.png,73a_Gonn_AP_Monrepos_final_nocolor.png,226a_Aguas_Sant_Final_nocolor.png
1,128,151b,93a,241a,151b_PC_DSC00570_final_nocolor.png,93a_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor.png,241a_Badegoule_MdP_Pr.A.png
1,129,151a,202a,355a,151a MdA_final_nocolor.png,202a_final_nocolor.png,355a_Gonn_AP_Monrepos_final_nocolor.png
1,130,201a,626a,202b,201a_Peters_Graziosi 1960_final_nocolor.png,626a_Gonn_AP_Monrepos_final_nocolor.png,202b_final_nocolor.png
1,131,484a,93b,167b,484a_Gonn_AP_Monrepos_final_nocolor.png,93b_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor.png,167b_GG_MB_2021_MdAM_final_nocolor.png
1,132,202b,420a,418a,202b_final_nocolor.png,420a_Gonn_AP_Monrepos_final_nocolor.png,418a_Gonn_AP_Monrepos_final_nocolor.png
1,133,186a,626a,70a,186a_GG_MB_2021_MdAM_final_nocolor.png,626a_Gonn_AP_Monrepos_final_nocolor.png,70a_Gonn_AP_Monrepos_final_nocolor.png
1,134,144b,307b,353a,144b_L-B_MdP_final_nocolor.png,307b_Gonn_AP_Monrepos_final_nocolor.png,353a_Gonn_AP_Monrepos_final_nocolor.png
1,135,555a,93a,307b,555a_Gonn_AP_Monrepos_final_nocolor.png,93a_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor.png,307b_Gonn_AP_Monrepos_final_nocolor.png
1,136,167a,84a,202b,167a_GG_MB_2021_MdAM_final_nocolor.png,84a_Gonn_AP_Monrepos_final_nocolor.png,202b_final_nocolor.png
1,137,353a,93b,418a,353a_Gonn_AP_Monrepos_final_nocolor.png,93b_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor.png,418a_Gonn_AP_Monrepos_final_nocolor.png
1,138,84a,93a,186a,84a_Gonn_AP_Monrepos_final_nocolor.png,93a_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor.png,186a_GG_MB_2021_MdAM_final_nocolor.png
1,139,360a,631a,186a,360a_Gonn_AP_Monrepos_final_nocolor.png,631a_Gonn_AP_Monrepos_final_nocolor.png,186a_GG_MB_2021_MdAM_final_nocolor.png
1,140,144a,151a,307b,144a_L-B_MdP_final_nocolor.png,151a MdA_final_nocolor.png,307b_Gonn_AP_Monrepos_final_nocolor.png
1,141,151b,355a,202b,151b_PC_DSC00570_final_nocolor.png,355a_Gonn_AP_Monrepos_final_nocolor.png,202b_final_nocolor.png
1,142,186a,307a,84a,186a_GG_MB_2021_MdAM_final_nocolor.png,307a_Gonn_AP_Monrepos_final_nocolor.png,84a_Gonn_AP_Monrepos_final_nocolor.png
1,143,202a,484a,186b,202a_final_nocolor.png,484a_Gonn_AP_Monrepos_final_nocolor.png,186b_GG_MB_2021_MdAM_final_nocolor.png
1,144,167a,93a,307a,167a_GG_MB_2021_MdAM_final_nocolor.png,93a_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor.png,307a_Gonn_AP_Monrepos_final_nocolor.png
1,145,186b,202a,73b,186b_GG_MB_2021_MdAM_final_nocolor.png,202a_final_nocolor.png,73b_Gonn_AP_Monrepos_final_nocolor.png
1,146,202b,631a,552a,202b_final_nocolor.png,631a_Gonn_AP_Monrepos_final_nocolor.png,552a_Gonn_AP_Monrepos_final_nocolor.png
1,147,186b,418a,93a,186b_GG_MB_2021_MdAM_final_nocolor.png,418a_Gonn_AP_Monrepos_final_nocolor.png,93a_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor.png
1,148,420b,84a,418a,420b_Gonn_AP_Monrepos_final_nocolor.png,84a_Gonn_AP_Monrepos_final_nocolor.png,418a_Gonn_AP_Monrepos_final_nocolor.png
1,149,186a,93b,70b,186a_GG_MB_2021_MdAM_final_nocolor.png,93b_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor.png,70b_Gonn_AP_Monrepos_final_nocolor.png
1,150,167b,241a,201a,167b_GG_MB_2021_MdAM_final_nocolor.png,241a_Badegoule_MdP_Pr.A.png,201a_Peters_Graziosi 1960_final_nocolor.png
1,151,167a,555a,420b,167a_GG_MB_2021_MdAM_final_nocolor.png,555a_Gonn_AP_Monrepos_final_nocolor.png,420b_Gonn_AP_Monrepos_final_nocolor.png
1,152,144a,186b,418a,144a_L-B_MdP_final_nocolor.png,186b_GG_MB_2021_MdAM_final_nocolor.png,418a_Gonn_AP_Monrepos_final_nocolor.png
1,153,241a,420a,73a,241a_Badegoule_MdP_Pr.A.png,420a_Gonn_AP_Monrepos_final_nocolor.png,73a_Gonn_AP_Monrepos_final_nocolor.png
1,154,167a,241a,93b,167a_GG_MB_2021_MdAM_final_nocolor.png,241a_Badegoule_MdP_Pr.A.png,93b_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor.png
1,155,226b,84a,307b,226b_Aguas_Santander_final_nocolor.png,84a_Gonn_AP_Monrepos_final_nocolor.png,307b_Gonn_AP_Monrepos_final_nocolor.png
1,156,144a,420a,144b,144a_L-B_MdP_final_nocolor.png,420a_Gonn_AP_Monrepos_final_nocolor.png,144b_L-B_MdP_final_nocolor.png
1,157,420a,631a,226b,420a_Gonn_AP_Monrepos_final_nocolor.png,631a_Gonn_AP_Monrepos_final_nocolor.png,226b_Aguas_Santander_final_nocolor.png
1,158,202a,631a,307b,202a_final_nocolor.png,631a_Gonn_AP_Monrepos_final_nocolor.png,307b_Gonn_AP_Monrepos_final_nocolor.png
1,159,151a,70a,484a,151a MdA_final_nocolor.png,70a_Gonn_AP_Monrepos_final_nocolor.png,484a_Gonn_AP_Monrepos_final_nocolor.png
